index,Ship Mode,Predicted
27030,First Class,Standard Class
26034,First Class,Standard Class
37358,Standard Class,Standard Class
27186,First Class,Standard Class
30089,First Class,
27851,Same Day,Standard Class
15309,Standard Class,Standard Class
46612,Standard Class,Standard Class
35704,Standard Class,Standard Class
34071,Standard Class,Standard Class
48181,Second Class,Standard Class
48358,Standard Class,Standard Class
38258,Standard Class,Standard Class
13429,First Class,
23341,Standard Class,Standard Class
31560,Second Class,Standard Class
12329,Same Day,Standard Class
39458,Standard Class,Standard Class
4604,Same Day,
29065,First Class,Standard Class
11437,Second Class,Standard Class
10148,Same Day,
5147,Standard Class,Standard Class
27264,Second Class,Standard Class
31198,Second Class,
47132,Standard Class,Standard Class
13864,First Class,Standard Class
21002,Standard Class,Standard Class
40149,Standard Class,Standard Class
30067,First Class,
41307,Standard Class,Standard Class
26474,Second Class,
37573,Standard Class,Standard Class
36181,Standard Class,Standard Class
40539,Standard Class,Standard Class
27711,Second Class,Standard Class
34014,Standard Class,Standard Class
13875,First Class,
42280,Standard Class,Standard Class
17553,Standard Class,Standard Class
20833,Standard Class,Standard Class
8977,Standard Class,Standard Class
15071,Second Class,Standard Class
19796,Standard Class,Standard Class
7694,Standard Class,Standard Class
3330,Standard Class,Standard Class
26575,Second Class,Standard Class
42142,Standard Class,Standard Class
2187,First Class,Standard Class
8042,Standard Class,Standard Class
43045,Standard Class,Standard Class
24166,First Class,Standard Class
36756,Standard Class,Standard Class
39016,Standard Class,Standard Class
34684,Standard Class,Standard Class
14361,Second Class,
11142,Second Class,Standard Class
40294,Standard Class,Standard Class
10147,Second Class,
21189,Standard Class,Standard Class
20282,Standard Class,Standard Class
10554,First Class,Standard Class
25031,Second Class,Standard Class
2628,Standard Class,Standard Class
8051,Standard Class,Standard Class
27709,Second Class,
11114,Second Class,Standard Class
4195,Standard Class,Standard Class
22266,Standard Class,Standard Class
39183,Standard Class,Standard Class
46589,Standard Class,Standard Class
14835,Second Class,Standard Class
7883,Standard Class,Standard Class
44673,Standard Class,Standard Class
23309,Standard Class,Standard Class
12700,Same Day,Standard Class
23408,Standard Class,Standard Class
25557,Second Class,Standard Class
40353,Standard Class,Standard Class
31962,Second Class,Standard Class
8854,Standard Class,Standard Class
39103,Standard Class,Standard Class
5987,First Class,Standard Class
8812,Standard Class,Standard Class
29163,Second Class,Standard Class
983,Standard Class,Standard Class
2459,Second Class,Standard Class
46302,First Class,Standard Class
7869,Standard Class,Standard Class
37983,Standard Class,Standard Class
8985,Standard Class,Standard Class
14801,Second Class,
4716,Second Class,Standard Class
46229,First Class,Standard Class
4495,First Class,Standard Class
1582,Second Class,Standard Class
27141,First Class,Standard Class
31574,Second Class,Standard Class
44591,Standard Class,Standard Class
19723,Standard Class,Standard Class
22387,Standard Class,Standard Class
12209,Second Class,Standard Class
8791,Standard Class,Standard Class
34984,Standard Class,Standard Class
25738,Same Day,Standard Class
44918,Standard Class,Standard Class
38709,Standard Class,Standard Class
47944,First Class,
38205,Standard Class,Standard Class
39322,Standard Class,Standard Class
33057,Standard Class,Standard Class
33023,Standard Class,Standard Class
23028,Standard Class,Standard Class
18570,Standard Class,Standard Class
46057,Standard Class,Standard Class
34438,Standard Class,Standard Class
22343,Standard Class,Standard Class
7441,Standard Class,Standard Class
41708,Standard Class,Standard Class
27792,Second Class,Standard Class
24930,Same Day,Standard Class
40074,Standard Class,Standard Class
16949,Standard Class,Standard Class
25095,Second Class,Standard Class
30608,First Class,Standard Class
5080,Standard Class,Standard Class
27401,Second Class,Standard Class
5195,Standard Class,Standard Class
25633,First Class,Standard Class
20140,Standard Class,Standard Class
45484,First Class,
15125,Second Class,Standard Class
38041,Standard Class,Standard Class
47658,Same Day,Standard Class
48276,First Class,Standard Class
30387,First Class,Standard Class
42819,Standard Class,Standard Class
29994,Second Class,Standard Class
42751,Standard Class,Standard Class
36699,Standard Class,Standard Class
40192,Standard Class,Standard Class
35289,Standard Class,Standard Class
36151,Standard Class,Standard Class
1044,Standard Class,Standard Class
24184,First Class,Standard Class
6039,Same Day,Standard Class
16882,Standard Class,Standard Class
27488,Second Class,Standard Class
2495,First Class,Standard Class
31392,Second Class,Standard Class
42755,Standard Class,Standard Class
27008,Second Class,Standard Class
15719,Standard Class,Standard Class
19053,Standard Class,Standard Class
4710,Second Class,Standard Class
33063,Standard Class,Standard Class
33136,Standard Class,Standard Class
1727,First Class,Standard Class
12638,Same Day,
32968,Standard Class,Standard Class
33230,Standard Class,Standard Class
44853,Standard Class,Standard Class
46776,Standard Class,Standard Class
42273,Standard Class,Standard Class
11739,First Class,Standard Class
15497,Standard Class,Standard Class
12096,First Class,
12879,First Class,Standard Class
37938,Standard Class,Standard Class
45202,Standard Class,Standard Class
35148,Standard Class,Standard Class
21254,Standard Class,Standard Class
49468,Same Day,Standard Class
47000,Standard Class,Standard Class
34920,Standard Class,Standard Class
36013,Standard Class,Standard Class
40201,Standard Class,Standard Class
36479,Standard Class,Standard Class
20286,Standard Class,Standard Class
43417,Standard Class,Standard Class
36526,Standard Class,Standard Class
12481,First Class,Standard Class
21381,Standard Class,Standard Class
16782,Standard Class,Standard Class
45452,Standard Class,Standard Class
41250,Standard Class,Standard Class
42593,Standard Class,Standard Class
34817,Standard Class,Standard Class
6726,Standard Class,Standard Class
41742,Standard Class,Standard Class
32561,Standard Class,Standard Class
6916,Standard Class,Standard Class
42193,Standard Class,Standard Class
19447,Standard Class,Standard Class
30977,Same Day,Standard Class
18455,Standard Class,Standard Class
42129,Standard Class,Standard Class
32375,Standard Class,Standard Class
22714,Standard Class,Standard Class
23244,Standard Class,Standard Class
15604,Standard Class,Standard Class
30273,First Class,Standard Class
38792,Standard Class,Standard Class
29112,Second Class,
36115,Standard Class,Standard Class
9084,Standard Class,Standard Class
8923,Standard Class,Standard Class
5618,Standard Class,Standard Class
25824,First Class,
3142,Standard Class,Standard Class
26184,First Class,Standard Class
21179,Standard Class,Standard Class
33002,Standard Class,Standard Class
41328,Standard Class,Standard Class
24996,First Class,Standard Class
15007,Second Class,Standard Class
29245,Second Class,Standard Class
34632,Standard Class,Standard Class
28593,First Class,Standard Class
6975,Standard Class,Standard Class
48379,Standard Class,Standard Class
37789,Standard Class,Standard Class
41983,Standard Class,Standard Class
20698,Standard Class,Standard Class
7594,Standard Class,Standard Class
31436,Second Class,Standard Class
22940,Standard Class,Standard Class
43107,Standard Class,Standard Class
36137,Standard Class,Standard Class
15063,Second Class,
9554,Same Day,Standard Class
27237,First Class,
39546,Standard Class,Standard Class
26085,First Class,Standard Class
33907,Standard Class,Standard Class
31636,Second Class,Standard Class
33342,Standard Class,Standard Class
14819,Second Class,Standard Class
9466,Second Class,Standard Class
15622,Standard Class,Standard Class
39252,Standard Class,Standard Class
27712,First Class,Standard Class
1858,First Class,Standard Class
17955,Standard Class,Standard Class
21800,Standard Class,Standard Class
31009,Same Day,Standard Class
38024,Standard Class,Standard Class
4903,Standard Class,Standard Class
26368,Second Class,Standard Class
17449,Standard Class,Standard Class
14488,Second Class,
10450,Second Class,
23501,Standard Class,Standard Class
39013,Standard Class,Standard Class
18007,Standard Class,Standard Class
22359,Standard Class,Standard Class
32387,Standard Class,Standard Class
11673,Second Class,Standard Class
24435,Same Day,Standard Class
14643,Second Class,Standard Class
9352,First Class,Standard Class
18656,Standard Class,Standard Class
1797,First Class,Standard Class
8868,Standard Class,Standard Class
32181,Second Class,Standard Class
46807,First Class,Standard Class
12552,Same Day,Standard Class
47693,Second Class,
44417,Standard Class,Standard Class
28086,Second Class,Standard Class
11478,Second Class,Standard Class
18671,Standard Class,Standard Class
30367,First Class,Standard Class
31294,Second Class,Standard Class
39253,Standard Class,Standard Class
13336,First Class,
2224,First Class,Standard Class
41585,Standard Class,Standard Class
40672,Standard Class,Standard Class
29037,First Class,
45803,Second Class,Standard Class
24083,First Class,
13346,First Class,Standard Class
25593,Second Class,Standard Class
534,Standard Class,Standard Class
6521,First Class,Standard Class
10333,Second Class,Standard Class
30327,First Class,Standard Class
47418,Standard Class,Standard Class
38980,Standard Class,Standard Class
29897,Second Class,Standard Class
6992,Standard Class,Standard Class
19307,Standard Class,Standard Class
45844,Standard Class,Standard Class
12923,First Class,Standard Class
38344,Standard Class,Standard Class
25921,First Class,Standard Class
46116,Second Class,
2983,Standard Class,Standard Class
33880,Standard Class,Standard Class
45481,Standard Class,Standard Class
7336,Standard Class,Standard Class
32803,Standard Class,Standard Class
2529,Standard Class,Standard Class
22336,Standard Class,Standard Class
41945,Standard Class,Standard Class
12765,Same Day,Standard Class
19370,Standard Class,Standard Class
9690,Second Class,Standard Class
11862,Second Class,Standard Class
23293,Standard Class,Standard Class
42376,Standard Class,Standard Class
36283,Standard Class,Standard Class
3687,Standard Class,Standard Class
22655,Standard Class,Standard Class
38856,Standard Class,Standard Class
11405,Second Class,Standard Class
33153,Standard Class,Standard Class
49381,Second Class,Standard Class
18471,Standard Class,Standard Class
30190,First Class,
14682,Second Class,Standard Class
25612,First Class,
42422,Standard Class,Standard Class
28957,First Class,Standard Class
41063,Standard Class,Standard Class
30092,First Class,
49501,Standard Class,Standard Class
39545,Standard Class,Standard Class
34428,Standard Class,Standard Class
13964,Second Class,Standard Class
24215,Second Class,Standard Class
6549,Second Class,Standard Class
1298,Second Class,Standard Class
32342,Standard Class,Standard Class
38376,Standard Class,Standard Class
29982,Second Class,Standard Class
20741,Standard Class,Standard Class
41947,Standard Class,Standard Class
12415,Second Class,Standard Class
4697,Same Day,
28243,First Class,Standard Class
13349,First Class,Standard Class
7678,Standard Class,Standard Class
6235,Second Class,Standard Class
44460,Standard Class,Standard Class
24379,First Class,Standard Class
6661,Second Class,
6953,Standard Class,Standard Class
